	title	views	granularity	timestamp	access	agent
292	Epoxide_hydrolase_2	271	monthly	2020110100	all-access	user
293	Epoxide_hydrolase_2	231	monthly	2020120100	all-access	user
294	Epoxide_hydrolase_2	280	monthly	2021010100	all-access	user
295	Epoxide_hydrolase_2	230	monthly	2021020100	all-access	user
296	Epoxide_hydrolase_2	230	monthly	2021030100	all-access	user
297	Epoxide_hydrolase_2	272	monthly	2021040100	all-access	user
298	Epoxide_hydrolase_2	264	monthly	2021050100	all-access	user
299	Epoxide_hydrolase_2	212	monthly	2021060100	all-access	user
300	Epoxide_hydrolase_2	184	monthly	2021070100	all-access	user
301	Epoxide_hydrolase_2	185	monthly	2021080100	all-access	user
302	Epoxide_hydrolase_2	208	monthly	2021090100	all-access	user
303	Epoxide_hydrolase_2	261	monthly	2021100100	all-access	user
304	LIG3	141	monthly	2015070100	all-access	user
305	LIG3	122	monthly	2015080100	all-access	user
306	LIG3	175	monthly	2015090100	all-access	user
307	LIG3	177	monthly	2015100100	all-access	user
308	LIG3	113	monthly	2015110100	all-access	user
309	LIG3	123	monthly	2015120100	all-access	user
310	LIG3	105	monthly	2016010100	all-access	user
311	LIG3	127	monthly	2016020100	all-access	user
312	LIG3	131	monthly	2016030100	all-access	user
313	LIG3	159	monthly	2016040100	all-access	user
314	LIG3	136	monthly	2016050100	all-access	user
315	LIG3	130	monthly	2016060100	all-access	user
316	LIG3	134	monthly	2016070100	all-access	user
317	LIG3	145	monthly	2016080100	all-access	user
318	LIG3	146	monthly	2016090100	all-access	user
319	LIG3	220	monthly	2016100100	all-access	user
320	LIG3	195	monthly	2016110100	all-access	user
321	LIG3	128	monthly	2016120100	all-access	user
322	LIG3	180	monthly	2017010100	all-access	user
323	LIG3	171	monthly	2017020100	all-access	user
324	LIG3	171	monthly	2017030100	all-access	user
325	LIG3	172	monthly	2017040100	all-access	user
326	LIG3	159	monthly	2017050100	all-access	user
327	LIG3	143	monthly	2017060100	all-access	user
328	LIG3	123	monthly	2017070100	all-access	user
329	LIG3	148	monthly	2017080100	all-access	user
330	LIG3	170	monthly	2017090100	all-access	user
331	LIG3	171	monthly	2017100100	all-access	user
332	LIG3	167	monthly	2017110100	all-access	user
333	LIG3	147	monthly	2017120100	all-access	user
334	LIG3	155	monthly	2018010100	all-access	user
335	LIG3	190	monthly	2018020100	all-access	user
336	LIG3	169	monthly	2018030100	all-access	user
337	LIG3	154	monthly	2018040100	all-access	user
338	LIG3	166	monthly	2018050100	all-access	user
339	LIG3	121	monthly	2018060100	all-access	user
340	LIG3	144	monthly	2018070100	all-access	user
341	LIG3	145	monthly	2018080100	all-access	user
342	LIG3	158	monthly	2018090100	all-access	user
343	LIG3	200	monthly	2018100100	all-access	user
344	LIG3	174	monthly	2018110100	all-access	user
345	LIG3	153	monthly	2018120100	all-access	user
346	LIG3	156	monthly	2019010100	all-access	user
347	LIG3	125	monthly	2019020100	all-access	user
348	LIG3	193	monthly	2019030100	all-access	user
349	LIG3	201	monthly	2019040100	all-access	user
350	LIG3	210	monthly	2019050100	all-access	user
351	LIG3	130	monthly	2019060100	all-access	user
352	LIG3	130	monthly	2019070100	all-access	user
353	LIG3	155	monthly	2019080100	all-access	user
354	LIG3	261	monthly	2019090100	all-access	user
355	LIG3	159	monthly	2019100100	all-access	user
356	LIG3	195	monthly	2019110100	all-access	user
357	LIG3	182	monthly	2019120100	all-access	user
358	LIG3	239	monthly	2020010100	all-access	user
359	LIG3	182	monthly	2020020100	all-access	user
360	LIG3	161	monthly	2020030100	all-access	user
361	LIG3	227	monthly	2020040100	all-access	user
362	LIG3	176	monthly	2020050100	all-access	user
363	LIG3	113	monthly	2020060100	all-access	user
364	LIG3	92	monthly	2020070100	all-access	user
365	LIG3	105	monthly	2020080100	all-access	user
366	LIG3	141	monthly	2020090100	all-access	user
367	LIG3	148	monthly	2020100100	all-access	user
368	LIG3	147	monthly	2020110100	all-access	user
369	LIG3	189	monthly	2020120100	all-access	user
370	LIG3	138	monthly	2021010100	all-access	user
371	LIG3	169	monthly	2021020100	all-access	user
372	LIG3	162	monthly	2021030100	all-access	user
373	LIG3	152	monthly	2021040100	all-access	user
374	LIG3	148	monthly	2021050100	all-access	user
375	LIG3	107	monthly	2021060100	all-access	user
376	LIG3	106	monthly	2021070100	all-access	user
377	LIG3	89	monthly	2021080100	all-access	user
378	LIG3	105	monthly	2021090100	all-access	user
379	LIG3	133	monthly	2021100100	all-access	user
380	Kinesin_family_member_11	314	monthly	2015070100	all-access	user
381	Kinesin_family_member_11	245	monthly	2015080100	all-access	user
382	Kinesin_family_member_11	379	monthly	2015090100	all-access	user
383	Kinesin_family_member_11	415	monthly	2015100100	all-access	user
384	Kinesin_family_member_11	396	monthly	2015110100	all-access	user
385	Kinesin_family_member_11	363	monthly	2015120100	all-access	user
386	Kinesin_family_member_11	336	monthly	2016010100	all-access	user
387	Kinesin_family_member_11	449	monthly	2016020100	all-access	user
388	Kinesin_family_member_11	458	monthly	2016030100	all-access	user
389	Kinesin_family_member_11	537	monthly	2016040100	all-access	user
390	Kinesin_family_member_11	486	monthly	2016050100	all-access	user
391	Kinesin_family_member_11	401	monthly	2016060100	all-access	user
392	Kinesin_family_member_11	281	monthly	2016070100	all-access	user
393	Kinesin_family_member_11	347	monthly	2016080100	all-access	user
394	Kinesin_family_member_11	379	monthly	2016090100	all-access	user
395	Kinesin_family_member_11	372	monthly	2016100100	all-access	user
396	Kinesin_family_member_11	454	monthly	2016110100	all-access	user
397	Kinesin_family_member_11	366	monthly	2016120100	all-access	user
398	Kinesin_family_member_11	432	monthly	2017010100	all-access	user
399	Kinesin_family_member_11	310	monthly	2017020100	all-access	user
400	Kinesin_family_member_11	488	monthly	2017030100	all-access	user
401	Kinesin_family_member_11	515	monthly	2017040100	all-access	user
402	Kinesin_family_member_11	430	monthly	2017050100	all-access	user
403	Kinesin_family_member_11	401	monthly	2017060100	all-access	user
404	Kinesin_family_member_11	314	monthly	2017070100	all-access	user
405	Kinesin_family_member_11	303	monthly	2017080100	all-access	user
406	Kinesin_family_member_11	292	monthly	2017090100	all-access	user
407	Kinesin_family_member_11	333	monthly	2017100100	all-access	user
408	Kinesin_family_member_11	396	monthly	2017110100	all-access	user
409	Kinesin_family_member_11	316	monthly	2017120100	all-access	user
410	Kinesin_family_member_11	291	monthly	2018010100	all-access	user
411	Kinesin_family_member_11	254	monthly	2018020100	all-access	user
412	Kinesin_family_member_11	291	monthly	2018030100	all-access	user
413	Kinesin_family_member_11	363	monthly	2018040100	all-access	user
414	Kinesin_family_member_11	386	monthly	2018050100	all-access	user
415	Kinesin_family_member_11	497	monthly	2018060100	all-access	user
416	Kinesin_family_member_11	301	monthly	2018070100	all-access	user
417	Kinesin_family_member_11	375	monthly	2018080100	all-access	user
418	Kinesin_family_member_11	342	monthly	2018090100	all-access	user
419	Kinesin_family_member_11	473	monthly	2018100100	all-access	user
420	Kinesin_family_member_11	503	monthly	2018110100	all-access	user
421	Kinesin_family_member_11	386	monthly	2018120100	all-access	user
422	Kinesin_family_member_11	367	monthly	2019010100	all-access	user
423	Kinesin_family_member_11	337	monthly	2019020100	all-access	user
424	Kinesin_family_member_11	411	monthly	2019030100	all-access	user
425	Kinesin_family_member_11	420	monthly	2019040100	all-access	user
426	Kinesin_family_member_11	411	monthly	2019050100	all-access	user
427	Kinesin_family_member_11	332	monthly	2019060100	all-access	user
428	Kinesin_family_member_11	351	monthly	2019070100	all-access	user
429	Kinesin_family_member_11	240	monthly	2019080100	all-access	user
430	Kinesin_family_member_11	318	monthly	2019090100	all-access	user
431	Kinesin_family_member_11	349	monthly	2019100100	all-access	user
432	Kinesin_family_member_11	349	monthly	2019110100	all-access	user
433	Kinesin_family_member_11	343	monthly	2019120100	all-access	user
434	Kinesin_family_member_11	395	monthly	2020010100	all-access	user
435	Kinesin_family_member_11	510	monthly	2020020100	all-access	user
436	Kinesin_family_member_11	289	monthly	2020030100	all-access	user
437	Kinesin_family_member_11	381	monthly	2020040100	all-access	user
438	Kinesin_family_member_11	282	monthly	2020050100	all-access	user
439	Kinesin_family_member_11	206	monthly	2020060100	all-access	user
440	Kinesin_family_member_11	269	monthly	2020070100	all-access	user
441	Kinesin_family_member_11	246	monthly	2020080100	all-access	user
442	Kinesin_family_member_11	194	monthly	2020090100	all-access	user
443	Kinesin_family_member_11	313	monthly	2020100100	all-access	user
444	Kinesin_family_member_11	294	monthly	2020110100	all-access	user
445	Kinesin_family_member_11	259	monthly	2020120100	all-access	user
446	Kinesin_family_member_11	213	monthly	2021010100	all-access	user
447	Kinesin_family_member_11	223	monthly	2021020100	all-access	user
448	Kinesin_family_member_11	227	monthly	2021030100	all-access	user
449	Kinesin_family_member_11	337	monthly	2021040100	all-access	user
450	Kinesin_family_member_11	358	monthly	2021050100	all-access	user
451	Kinesin_family_member_11	244	monthly	2021060100	all-access	user
452	Kinesin_family_member_11	249	monthly	2021070100	all-access	user
453	Kinesin_family_member_11	198	monthly	2021080100	all-access	user
454	Kinesin_family_member_11	227	monthly	2021090100	all-access	user
455	Kinesin_family_member_11	240	monthly	2021100100	all-access	user
456	NEDD4L	85	monthly	2015070100	all-access	user
457	NEDD4L	80	monthly	2015080100	all-access	user
458	NEDD4L	106	monthly	2015090100	all-access	user
459	NEDD4L	135	monthly	2015100100	all-access	user
460	NEDD4L	123	monthly	2015110100	all-access	user
461	NEDD4L	104	monthly	2015120100	all-access	user
462	NEDD4L	127	monthly	2016010100	all-access	user
463	NEDD4L	101	monthly	2016020100	all-access	user
464	NEDD4L	117	monthly	2016030100	all-access	user
465	NEDD4L	119	monthly	2016040100	all-access	user
466	NEDD4L	152	monthly	2016050100	all-access	user
